university,program,name,credits,mode
University College London,Software Systems Engineering MSc,Research Methods in Software Engineering,15.0,
University College London,Software Systems Engineering MSc,Professional Practice,15.0,
University College London,Software Systems Engineering MSc,MSc Software Systems Engineering Research Project,6.0,
University College London,Software Systems Engineering MSc,MSc Software Systems Engineering Group Project,15.0,
University College London,Software Systems Engineering MSc,Networked Systems,,
University College London,Software Systems Engineering MSc,Computer Security I,,
University College London,Software Systems Engineering MSc,Computer Security II,,
University College London,Software Systems Engineering MSc,People and Security,,
University College London,Software Systems Engineering MSc,Malware,,
University College London,Software Systems Engineering MSc,Information Retrieval and Data Mining,,
University College London,Software Systems Engineering MSc,Complex Networks and Web,,
University College London,Software Systems Engineering MSc,Machine Learning for Domain Specialists,,
University College London,Software Systems Engineering MSc,Applied Deep Learning,,
University College London,Software Systems Engineering MSc,Engineering for Data Analysis 1,,
University College London,Software Systems Engineering MSc,Automated Software Engineering,,
University College London,Software Systems Engineering MSc,Engineering for Data Analysis 2,,
University College London,Systems Engineering for the Internet of Things MSc,Entrepreneurship: Theory and Practice,15.0,
University College London,Systems Engineering for the Internet of Things MSc,Modelling and Designing Embedded Systems,15.0,
University College London,Systems Engineering for the Internet of Things MSc,Real-world Multi-agent Systems,15.0,
University College London,Systems Engineering for the Internet of Things MSc,Designing Sensor Systems,15.0,
University College London,Systems Engineering for the Internet of Things MSc,System Thinking through Speculative Design,15.0,
University College London,Systems Engineering for the Internet of Things MSc,MSc Systems Engineering for the Internet of Things Project,15.0,
University College London,Systems Engineering for the Internet of Things MSc,Introduction to Machine Learning,,
University College London,Systems Engineering for the Internet of Things MSc,Robotic Control Theory and Systems,,
University College London,Systems Engineering for the Internet of Things MSc,Systems Engineering for the Internet of Things MSc,6.0,
johns hopkins university,Computer Science  Master of Science in Engineering,Introduction to Human Language Technology (601.667),,
johns hopkins university,Computer Science  Master of Science in Engineering,Natural Language Processing (601.665),,
johns hopkins university,Computer Science  Master of Science in Engineering,Information Extraction from Speech and Text (520.666),,
johns hopkins university,Computer Science  Master of Science in Engineering,Project/ Thesis (completion),,
University of Washington,Computer Science & Engineering - Evening PMP,Computer Graphics,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Computer Security,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Building Data Analysis Pipelines,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Database Management Systems,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Machine Learning,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Software Entrepreneurship,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Data Visualization,,CSE PMP students only
University of Washington,Computer Science & Engineering - Evening PMP,Current Research in Computer Science,,CR/NC
University of Washington,Computer Science & Engineering - Evening PMP,Computer Science Colloquium,,CR/NC
University of Washington,Computer Science & Engineering - Evening PMP,CSE P 505,,
University of Washington,Computer Science & Engineering - Evening PMP,CSE P 517,,
University of Washington,Computer Science & Engineering - Evening PMP,CSE P 590,,
University of Washington,Computer Science & Engineering - Evening PMP,CSE 519 C,,CR/NC
University of Washington,Computer Science & Engineering - Evening PMP,CSE 520 D,,CR/NC
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 518 Human Factors in Cybersecurity,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 519 Incident Response and Risk Management,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 527 Cryptography and Information Assurance,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 538 Security in Emerging Wireless and Mobile Networks,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 539 Cybersecurity in Emerging Environments,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 578 Ethical Penetration Testing,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 579 Malware and Attack Reverse Engineering,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 532 Internet of Things,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 553 Software Architecture,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 545 Mobile Computing,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 581 Machine Learning,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 587 Advanced Topics in Computer Vision,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 600 Independent Study or Research,,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 518 Human Factors in Cybersecurity,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 519 Incident Response and Risk Management,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 527 Cryptography and Information Assurance,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 538 Security in Emerging Wireless and Mobile Networks,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 539 Cybersecurity in Emerging Environments,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 578 Ethical Penetration Testing,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 579 Malware and Attack Reverse Engineering,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 532 Internet of Things,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 553 Software Architecture,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 545 Mobile Computing,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 581 Machine Learning,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 587 Advanced Topics in Computer Vision,5.0,
University of Washington,Cybersecurity Engineering - School of STEM (Bothell) - MS,CSS 600 Independent Study or Research,,
Imperial College London,Computing,Computing MSc,,Full-time
Imperial College London,Computing,Individual project (core),,
Imperial College London,Computing,Principles and Practice of Programming,,
Imperial College London,Computing,Computer Systems,,
Imperial College London,Computing,Software Systems Engineering,,
Imperial College London,Computing,Logic and Mathematics for Computing,,
Imperial College London,Computing,Advanced Computer Architecture,,
Imperial College London,Computing,Computational Finance,,
Imperial College London,Computing,Scheduling and Resource Allocation,,
Imperial College London,Computing,Principles of Distributed Ledgers,,
Imperial College London,Computing,Databases,,
Imperial College London,Computing,Computer Vision,,
Imperial College London,Computing,Graphics,,
Imperial College London,Computing,Introduction to Machine Learning,,
Imperial College London,Computing,Logic-Based Learning,,
Imperial College London,Computing,Network and Web Security,,
Imperial College London,Computing,Advanced Computer Graphics,,
Imperial College London,Computing,Cryptography Engineering,,
Imperial College London,Computing,Probabilistic Inference,,
Imperial College London,Computing,Computer Networks and Distributed Systems,,
Imperial College London,Computing,Software Engineering Design,,
Imperial College London,Computing,Algorithms,,
Imperial College London,Computing,Quantum Computing,,
Imperial College London,Computing,AI Ventures,,
Imperial College London,Advanced Computing,Individual Project (core),,
Imperial College London,Computing (Software Engineering),Software Engineering for Industry,,
Imperial College London,Computing (Software Engineering),MSc Computing (Specialist) Individual Project,,
